,party,quote,said_by
1879,D,"A society should be judged by how we treat the most vulnerable among us, especially children, and that the measure of our success should be how many kids climb out of poverty, get a good education, and receive the love and support to they deserve.",Hillary Clinton
1880,D,"In the past, for reasons I try to explain,I've often felt I had to b careful in public, like I was up on a wire without net. Now I'm letting my guard down.",Hillary Clinton
1881,D,"Instead of admitting mistakes, he lashes out, demeans, and insults others—often projecting by accusing others of doing what he himself has done or is about to do. So if he knows that the Donald J. Trump Foundation is little more than a personal piggy bank, he’ll turn around and accuse, with no evidence, the well-respected Clinton Foundation of being corrupt. There’s a method to this madness. For Trump, if everyone’s down in the mud with him, then he’s no dirtier than anyone else.",Hillary Clinton
1882,D,"In the past, for reasons I try to explain,I've often felt I had to be careful in public, like I was up on a wire without net. Now I'm letting my guard down",Hillary Clinton
1883,D,You are rare and unique. Let yourself be flawed. Go proudly and confidently into the world with your blinding hues to show everyone who's boss and break every glass ceiling that still remains. - Speech by Tala Nashawati to the Wellesley class of 2017,Hillary Clinton
1884,D,"Is representation everything? Of course not. Just because I’m a woman, it doesn’t mean I’d be a good President for women. (I would have been, but not only because of my gender.)But it does matter, and often in concrete ways. I remember when I was pregnant with Chelsea, working at the Rose Law Firm in Little Rock, and repeatedly went to my superiors to ask about their maternity leave policy. They avoided the question until there was no longer any way to avoid it, then stammered that they didn’t have a policy. “No woman who’s worked here has ever come back after having a baby.” So I wrote my own. I was a new partner and had the power to do that. But what about more junior lawyers or support staff? Would they have been expected to come in a few days after giving birth, or not come back to work at all? It took a woman in the room to notice a huge hole in the firm’s policies and care enough to fix it.",Hillary Clinton
1885,D,"there were many contacts during the campaign and the transition between Trump associates and Russians—in person, on the phone, and via text and email. Many of these interactions were with Ambassador Kislyak, who was thought to help oversee Russian intelligence operations in the United States, but they included other Russian officials and agents as well. For example, Roger Stone, the longtime Trump political advisor who claimed that he was in touch with Julian Assange, suggested in August 2016 that information about John Podesta was going to come out. In October, Stone hinted Assange and WikiLeaks were going to release material that would be damaging to my campaign, and later admitted to also exchanging direct messages over Twitter with Guccifer 2.0, the front for Russian intelligence, after some of those messages were published by the website The Smoking Gun. We also know now that in December 2016, Trump’s son-in-law and senior advisor, Jared Kushner, met with Sergey Gorkov, the head of a Kremlin-controlled bank that is under U.S. sanctions and tied closely to Russian intelligence. The Washington Post caused a sensation with its report that Russian officials were discussing a proposal by Kushner to use Russian diplomatic facilities in America to communicate secretly with Moscow. The New York Times reported that Russian intelligence attempted to recruit Carter Page, the Trump foreign policy advisor, as a spy back in 2013 (according to the report, the FBI believed Page did not know that the man who approached him was a spy). And according to Yahoo News, U.S. officials received intelligence reports that Carter Page met with a top Putin aide involved with intelligence. Some Trump advisors failed to disclose or lied about their contacts with the Russians, including on applications for security clearances, which could be a federal crime. Attorney General Jeff Sessions lied to Congress about his contacts and later recused himself from the investigation. Michael Flynn lied about being in contact with Kislyak and then changed his story about whether they discussed dropping U.S. sanctions. Reporting since the election has made clear that Trump and his top advisors have little or no interest in learning about the Russian covert operation against American democracy.",Hillary Clinton
1886,D,These people were looking for absolution that I just couldn’t give. We all have to live with the consequences of our decisions.,Hillary Clinton
1887,D,"Hanssen, an FBI agent who spied for the Russians in the 1980s and ’90s.",Hillary Clinton
1888,D,más,Hillary Clinton
1889,D,"On Nov. 8, 2016, we felt a sense of devastation, powerlessness, and disappointment that we had never felt before. So we cried. And then we squared our shoulders, picked each other up, and got to work. We moved onward and onward, keeping in mind that we would never, ever allow ourselves to feel again as we did that day.",Hillary Clinton
1890,D,"in my campaign launch speech on Roosevelt Island, I took the opportunity to talk about my mother. When I thought about the sweep of history, I thought about her. Her birthday had just passed a few days earlier. She was born on June 4, 1919—the exact same day that Congress passed the Nineteenth Amendment to the Constitution, finally granting women the right to vote. “I really wish my mother could be here tonight,” I told the crowd in Brooklyn. I had practiced this part several times, and each time, I teared up. “I wish she could see what a wonderful mother Chelsea has become, and could meet our beautiful granddaughter, Charlotte.” I swallowed hard. “And, of course, I wish she could see her daughter become the Democratic Party’s nominee for President of the United States.",Hillary Clinton
1891,D,"Every time our plane lands, Isabelle rushes forward with hairspray, and Barbara spritzes my face with a vaporizer full of mineral water. “The air on planes is so dry!” she laments. Then she spritzes everyone else in the vicinity, including, at times, the Secret Service.",Hillary Clinton
1892,D,"I don’t want to be married just to be married. I can’t think of anything lonelier than spending the rest of my life with someone I can’t talk to, or worse, someone I can’t be silent with.",Hillary Clinton
1893,D,But diplomacy would be easy if we had to talk only to our friends. That’s not how peace is made.,Hillary Clinton
1894,D,"And eventually, eventually one of us will crash through that highest, hardest glass ceiling. And it will be because of our hard work, determination, and resilience",Hillary Clinton
1895,D,"Instead, the world was listening to the new President’s undimmed fury. I remembered the late Maya Angelou reading one of her poems at Bill’s first inauguration. “Do not be wedded forever to fear, yoked eternally to brutishness,” she urged us. What would she say if she could hear this speech? Then it was done, and he was our President. “That was some weird shit,” George W. reportedly said with characteristic Texas bluntness. I couldn’t have agreed more.",Hillary Clinton
1896,D,"Service is the rent we pay for living. It is the very purpose of life, and not something you do in your spare time. —Marian Wright Edelman",Hillary Clinton
1897,D,"Now when people ask how I'm doing, I say that, as an American I'm more worried than ever before- but as a person, I'm doing okay.",Hillary Clinton
1898,D,"I had known Mubarak and his wife, Suzanne, for nearly twenty years. He was a career Air Force officer who had risen through the ranks to become Vice President under Anwar Sadat, the Egyptian ruler who fought the Yom Kippur War with Israel in 1973 and later signed the Camp David Accords. Mubarak was injured in the extremist attack that assassinated Sadat in 1981, but he survived, became President, and cracked down hard on Islamists and other dissidents. He ruled Egypt like a pharaoh with nearly absolute power for the next three decades.",Hillary Clinton
1899,D,"Usually when I meet people who are frustrated and angry, my instinctive response is to talk about how we can fix things. That’s why I spent so much time and energy coming up with new policies to create jobs and raise wages. But in 2016 a lot of people didn’t really want to hear about plans and policies. They wanted a candidate to be as angry as they were, and they wanted someone to blame.",Hillary Clinton
1900,D,"In 2016, the U.S. government announced that Harriet Tubman will become the face of the $20 bill. If you need proof that America can still get it right, there it is.",Hillary Clinton
1901,D,Too long a sacrifice can make a stone of the heart. —William Butler Yeats,Hillary Clinton
1902,D,weird,Hillary Clinton
1903,D,"To abandon facts is to abandon freedom. If nothing is true, then no one can criticize power, because there is no basis upon which to do so. If nothing is true, then all is spectacle.",Hillary Clinton
1904,D,"For decades, Republicans have used coded racial appeals on issues such as school busing, crime, and welfare. It was no accident that Ronald Reagan launched his general election campaign in 1980 with a speech about “states’ rights” near Philadelphia, Mississippi, where three civil rights workers had been murdered in 1964. In 2005 the chairman of the Republican National Committee formally apologized for what’s been called the southern strategy.",Hillary Clinton
1905,D,"I always ask the lead agent to avoid using lights and sirens whenever possible. I’m also embarrassed to admit that I do a fair amount of backseat driving. That’s pretty rich coming from someone who hasn’t driven a car regularly in twenty-five years. Luckily, the agents are too polite to tell me to put a sock in it.",Hillary Clinton
1906,D,"Always aim high, work hard, and care deeply about what you believe in. And when you stumble, keep faith. And when you’re knocked down, get right back up, and never listen to anyone who says you can’t or shouldn’t go on.”
",Hillary Clinton
1907,D,"us” versus “them,” and “them” grew into a big list: blacks, Latinos, immigrants, liberals, city dwellers, you name it.",Hillary Clinton
1908,D,"Someone sent me a Facebook post that summed up the dynamic in which we were caught:BERNIE: I think America should get a pony.HILLARY: How will you pay for the pony? Where will the pony come from? How will you get Congress to agree to the pony?BERNIE: Hillary thinks America doesn't deserve a pony.BERNIE SUPPORTERS: Hillary hates ponies!HILLARY: Actually, I love ponies.BERNIE SUPPORTERS: She changed her position on ponies! #whichhillary #witchhillaryHEADLINE: 'Hillary Refuses to Give Every American a Pony""DEBATE MODERATOR: Hillary, how do you feel when people say you lie about ponies?WEBSITE HEADLINE: 'Congressional Inquiry into Clinton's Pony Lies'TWITTER TRENDING: #ponygate",Hillary Clinton
1909,D,"Be patient, be strong, keep going, and let the grace come when it can.",Hillary Clinton
1910,D,"Bill and I checked with the Bushes and the Carters to see what they were thinking. George W. and Jimmy had been among the first to call me after the election, which meant a lot to me. George actually called just minutes after I finished my concession speech, and graciously waited on the line while I hugged my team and supporters one last time. When we talked, he suggested we find time to get burgers together. I think that’s Texan for “I feel your pain.",Hillary Clinton
1911,D,"And, practicing “radical empathy” means more than trying to reach across divides of race, class, and politics, and building bridges between communities. We have to fill the emotional and spiritual voids that have opened up within communities, within families, and within ourselves as individuals. That can be even more difficult, but it’s essential. There’s grace to be found in those relationships. Grace and meaning and that elusive sense that we’re all part of something bigger than ourselves.",Hillary Clinton
1912,D,"Being part of a union is an important part of someone’s personal identity. It helps shape the way you view the world and think about politics. When that’s gone, it means a lot of people stop identifying primarily as workers—and voting accordingly—and start identifying and voting more as white, male, rural, or all of the above.",Hillary Clinton
1913,D,"So I’ve never had much respect for activists who are willing to sit out elections, waste their votes, or tear down well-meaning allies rather than engage constructively.",Hillary Clinton
1914,D,"And while I’m sure a lot of Trump supporters had fair and legitimate reasons for their choice, it is an uncomfortable and unavoidable fact that everyone who voted for Donald Trump—all 62,984,825 of them—made the decision to elect a man who bragged about sexual assault, attacked a federal judge for being Mexican and grieving Gold Star parents who were Muslim, and has a long and well-documented history of racial discrimination in his businesses. That doesn’t mean every Trump voter approved of those things, but at a minimum they accepted or overlooked them.",Hillary Clinton
1915,D,"the Democratic Party has moved to the left over the past fifteen years, not to the right.",Hillary Clinton
1916,D,The Return of the Prodigal Son,Hillary Clinton
1917,D,"We can’t understand what happened in 2016 without confronting the audacious information warfare waged from the Kremlin, the unprecedented intervention in our election by the director of the FBI, a political press that told voters that my emails were the most important story, and deep currents of anger and resentment flowing through our culture. I know some people don’t want to hear about these things, especially from me. But we have to get this right. The lessons we draw from 2016 could help determine whether we can heal our democracy and protect it in the future, and whether we as citizens can begin to bridge our divides. I want my grandchildren and all future generations to know what really happened. We have a responsibility to history—and to a concerned world—to set the record straight. I also share with you the painful days that followed the election. A lot of people have asked me, “How did you even get out of bed?” Reading the news every morning was like ripping off a scab. Each new revelation and outrage made it worse. It has been maddening to watch our country’s standing in the world plummet and to see Americans live in fear that their health care might be taken away so that the superrich can get a tax cut.",Hillary Clinton
1918,D,"picked up my ballpoint pen and, playing off Jim’s language, wrote, “We Americans may differ, bicker, stumble, and fall; but we are at our best when we pick each other up, when we have each other’s back. Like any family, our American family is strongest when we cherish what we have in common and fight back against those who would drive us apart.” A few hours later, I was standing at the podium in the blinding June sun, looking out at the excited faces of cheering supporters. I saw little kids perched on their parents’ shoulders. Friends smiled up at me from the front row. Bill, Chelsea, and Marc were glowing with pride and love. The stage was shaped like our campaign logo: a big blue H with a red arrow cutting across the middle. All around it, a sea of people clapped, hollered, and waved American flags.",Hillary Clinton
1919,D,"Like so many demagogues before him, Trump encouraged a zero-sum view of life where if someone else is gaining, you must be losing.",Hillary Clinton
1920,D,"When Republicans were opposing Obama or attacking me, they could unite against a common enemy, but now that they're in power and people expect them to deliver results, we're seeing that there's little holding the Republican party together.",Hillary Clinton
1921,D,"I believe that marriage is not just a bond but a sacred bond between a man and a woman. . . . I have had occasion in my life to defend marriage, to stand up for marriage, to believe in the hard work and challenge of marriage. So I [am] committed to the sanctity of marriage, or to the fundamental bedrock principle that exists between a man and a woman, going back into the mists of history as one of the founding, foundational institutions of history and humanity and civilization, and that its primary, principal role during those millennia has been the raising and socializing of children for the society into which they are to become adults.",Hillary Clinton
1922,D,"we will establish the first-ever national Water Innovation Lab to pioneer advances in water technology, just as our existing national labs have done for energy.",Hillary Clinton
1923,D,"Teddy responded by breaking up powerful monopolies, passing laws to protect working people, and safeguarding the environment. He may have been a Republican, but he put the capital P in Progressive",Hillary Clinton
1924,D,"If Trump can't delivery for working families, Democrats have to, and be able to explain it. It may be hard for us to match his grandiose promises, because we still believe in arithmetic, but we offer real results.",Hillary Clinton
1925,D,"we offered to begin talks with the Cuban government about restoring direct mail service and cooperation on immigration processes. In the run-up to this summit in Honduras, the Cubans accepted. In short, the United States was living up to the President’s promise of a new beginning. But welcoming Cuba back to the OAS without dramatic democratic reforms was simply a nonstarter.",Hillary Clinton
1926,D,"There's a tendency toward seeing every problem as someone else's fault, whether it's Obama, liberal elites in the big cities, undocumented immigrants taking jobs, minorities soaking up government assistance -- or me. It's no accident that this list sounds exactly like Trump's campaign rhetoric.",Hillary Clinton
1927,D,"More broadly, we remain locked into an outdated picture of the working class in American that distorts our policy priorities. A lot of the press coverage and political analysis since the election has taken as a given that the 'real America' is full of middle-aged white men who wear hard hats and work on assembly lines - or did until Obama ruined everything.",Hillary Clinton
1928,D,"I wear my composure like a suit of armor, for better or worse. In",Hillary Clinton
1929,D,Every period of racial progress in this country is followed by a period of retrenchment. That’s what the election was about. It’s like in physics—every action has an equal and opposite reaction.,Hillary Clinton
1930,D,"To leave the world a bit better, whether by a healthy child, a garden patch, or a redeemed social condition; to know even one life breathed easier because you lived. This is to have succeeded. —attributed to Ralph Waldo Emerson",Hillary Clinton
1931,D,The new President’s speech was dark and dystopian. I heard it as a howl straight from the white nationalist gut.,Hillary Clinton
1932,D,"Football coaches meet midfield after a game, but they don't always hug",Hillary Clinton
1933,D,"I know that for a lot of people, including a lot of women, the movement for women’s equality exists largely in the past. They’re wrong about that. It’s still happening, still as urgent and vital as ever.",Hillary Clinton
1934,D,Bhutto was the only celebrity I had ever stood behind a rope line to see. Chelsea and I were strolling around London during a holiday trip in the summer of 1989.,Hillary Clinton
1935,D,"If your neighbor’s house is on fire, it’s your problem too.",Hillary Clinton
1936,D,"Our best information is that she set it up as a matter of convenience. —FBI Director Jim Comey, in congressional testimony, July 7, 2016 Yes, it was supposed to be convenient. Some doubted that explanation. But that’s what the FBI concluded after months of investigation. And it’s the truth.",Hillary Clinton
1937,D,"According again to Harvard’s Shorenstein Center, discussion of public policy accounted for just 10 percent of all campaign news coverage in the general election. Nearly all the rest was taken up by obsessive coverage of controversies such as email. Health care, taxes, trade, immigration, national security—all of it crammed into just 10 percent of the press coverage. The Shorenstein Center found that not a single one of my many detailed policy plans received more than a blip of press coverage. “If she had a policy agenda, it was not apparent in the news,” it concluded. “Her lengthy record of public service also received scant attention.” None of Trump’s scandals, from scamming students at Trump University, to stiffing small businesses in Atlantic City, to exploiting his foundation, to refusing to release his taxes as every presidential candidate since 1976 has done—and on and on—generated the kind of sustained, campaign-defining coverage that my emails did.",Hillary Clinton
1938,D,"There had been seventy-five straight months of job growth under President Obama, and incomes for the bottom 80 percent were finally starting to go up. Twenty million more people had health insurance thanks to the Affordable Care Act, the greatest legislative achievement of the outgoing administration. Crime was still at historic lows. Our military remained by far the most powerful in the world. These are knowable, verifiable facts. Trump stood up there in front of the world and said the exact opposite—just as he had throughout the campaign. He didn’t seem to see or value any of the energy and optimism I saw when I traveled around the country. Listening to Trump, it almost felt like there was no such thing as truth anymore. It still feels that way.",Hillary Clinton
1939,D,"Considered alongside the real challenges that will occupy the next President, that email server, which has consumed so much of this campaign, looks like a matter for the help desk. —New York Times endorsement of me for President, September 2016",Hillary Clinton
1940,D,"This may shock you: Hillary Clinton is fundamentally honest. —former New York Times editor Jill Abramson in the Guardian, March 28, 2016",Hillary Clinton
1941,D,"here’s how I see the distinction between sexism and misogyny. When a husband tells his wife, “I can’t quite explain why and I don’t even like admitting this, but I don’t want you to make more money than me, so please don’t take that amazing job offer,” that’s sexism. He could still love her deeply and be a great partner in countless ways. But he holds tight to an idea that even he knows isn’t fair about how successful a woman is allowed to be. Sexism is all the big and little ways that society draws a box around women and says, “You stay in there.” Don’t complain because nice girls don’t do that. Don’t try to be something women shouldn’t be. Don’t wear that, don’t go there, don’t think that, don’t earn too much. It’s not right somehow, we can’t explain why, stop asking.",Hillary Clinton
1942,D,"was one of just 27 women out of 235 students in my class at Yale Law School. The first woman partner at the oldest law firm in Arkansas. The first woman to chair the national board of the Legal Services Corporation. The person who declared on the world stage that “human rights are women’s rights and women’s rights are human rights.” The first First Lady to be elected to public office. The first woman Senator from New York. In fact, for a few weeks, I was both. By a quirk of the calendar, I was sworn in before Bill left office. And I was the first woman to be nominated for President by a major political party and win the national popular vote.",Hillary Clinton
1943,D,"Misogyny is something darker. It’s rage. Disgust. Hatred. It’s what happens when a woman turns down a guy at a bar and he switches from charming to scary. Or when a woman gets a job that a man wanted and instead of shaking her hand and wishing her well, he calls her a bitch and vows to do everything he can to make sure she fails.",Hillary Clinton
1944,D,"It would have been an extraordinary honor to be the first woman to take the oath. I won’t pretend I hadn’t dreamt of that moment—for me, for my mother, for my daughter, her daughter, everyone’s daughters—and for our sons.",Hillary Clinton
1945,D,"When reason fails, the devil helps. —Fyodor Dostoevsky",Hillary Clinton
1946,D,"The right to vote is the foundation of our free society, and protecting that right is the single most important thing we can do to strengthen our democracy.",Hillary Clinton
1947,D,"Don't let the bastards get you down. Stay true to yourself and your values. Most all, keep going.",Hillary Clinton
1948,D,"So that wasn’t much help. I was torn. I wanted to be judged on what I did, not on what I represented or what people projected onto me. But I understood how much this breakthrough would mean to the country, especially to girls and boys who would see that there are no limits on what women can achieve. I wanted to honor that significance. I just didn’t know the best way to do it. I carried all that uncertainty with me back from California, all the way to David Muir’s interview room in the Brooklyn Navy Yard on Tuesday night. Results were starting to come in. I won the New Jersey primary. Bernie won the North Dakota caucus. The big prize, California, was still out there, but all signs pointed to another victory. Bill and I had worked hard on my speech, but I still felt unsettled. Maybe it was about not being ready to accept “yes” for an answer. I had worked so hard to get to this moment, and now that it had arrived, I wasn’t quite sure what to do with myself. Then Muir walked me over to the window, and I looked out at that crowd—at thousands of people who’d worked their hearts out, resisted the negativity of a divisive primary and relentlessly harsh press coverage, and poured their dreams into my campaign. We’d had big crowds before, but this felt different. It was something more than the enthusiasm I saw on the trail. It was a pulsing energy, an outpouring of love and hope and joy. For a moment, I was overwhelmed—and then calm. This was right. I was ready. After the interview, I went downstairs to where my husband was sitting with the speechwriters going over final tweaks to the draft. I read it over one more time and felt good. Just as they were racing off to load the speech into the teleprompter, I said I had one more thing to add: “I’m going to talk about Seneca Falls. Just put a placeholder in brackets and I’ll take care of it.” I took a deep breath. I didn’t want the emotion of the moment to get to me in the middle of my speech. I said a little prayer and then headed for the stage. At the last moment, Huma grabbed my arm and",Hillary Clinton
1949,D,"You know, to just be grossly generalistic, you could put half of Trump’s supporters into what I call the basket of deplorables. Right? The racist, sexist, homophobic, xenophobic, Islamophobic — you name it. And unfortunately there are people like that. And he has lifted them up. He has given voice to their websites that used to only have 11,000 people — now 11 million. He tweets and retweets their offensive, hateful, mean-spirited rhetoric. Now some of those folks — they are irredeemable, but thankfully they are not America.But the other basket — and I know this because I see friends from all over America here — I see friends from Florida and Georgia and South Carolina and Texas — as well as, you know, New York and California — but that other basket of people are people who feel that the government has let them down, the economy has let them down, nobody cares about them, nobody worries about what happens to their lives and their futures, and they’re just desperate for change. It doesn’t really even matter where it comes from. They don’t buy everything he says, but he seems to hold out some hope that their lives will be different. They won’t wake up and see their jobs disappear, lose a kid to heroin, feel like they’re in a dead end. Those are people we have to understand and empathize with as well",Hillary Clinton
1950,D,"It is hard to be a woman. You must think like a man, Act like a lady, Look like a young girl, And work like a horse.",Hillary Clinton
1951,D,"The decline of serious reporting on policy has been going on for a while, but it got much worse in 2016. In 2008, the major networks’ nightly newscasts spent a total of 220 minutes on policy. In 2012, it was 114 minutes. In 2016, it was just 32 minutes. (That stat is from two weeks before the election, but it didn’t change much in the final stretch.) By contrast, 100 minutes were spent covering my emails. In other words, the political press was telling voters that my emails were three times more important than all the other issues combined.",Hillary Clinton
1952,D,Well-behaved women seldom make history. —Laurel Thatcher Ulrich,Hillary Clinton
1953,D,"The truth is, everyone’s flawed. That’s the nature of human beings. But our mistakes alone shouldn’t define us. We should be judged by the totality of our work and life. Many problems don’t have either/or answers, and a good decision today may not look as good ten or twenty years later through the lens of new conditions.",Hillary Clinton
1954,D,But too many of Trump’s core supporters do hold views that I find—there’s no other word for it—deplorable.,Hillary Clinton
1955,D,The Times was taken to task by its ombudsman for downplaying the seriousness of Russia’s meddling.,Hillary Clinton
1956,D,"One leader even joked, “You should see what we say about you.",Hillary Clinton
1957,D,"Technology is a powerful tool for helping solve problems and promoting America’s ideals and values around the world. The fundamental rights we cherish— the right to assemble, speak, innovate, and advocate—apply online as well. Civil society across the globe should have the ability to use technology to hold their governments accountable, document abuses, and empower marginalized groups. It is the responsibility of all nations to respect free speech and human rights online.",Hillary Clinton
1958,D,It’s hard to comprehend the ache in your gut when you see things going wrong and can’t figure out how to fix them.,Hillary Clinton
1959,D,"While we’re defining things, let’s take a moment for feminism: “the advocacy of women’s rights on the basis of the political, economic, and social equality of the sexes.” Not domination. Not oppression. Equality. Or as the English writer and philosopher Mary Wollstonecraft put it 225 years ago, “I do not wish women to have power over men, but over themselves.",Hillary Clinton
1960,D,"when I was in college, a phone call home was rare and a flight home, a once-a-year luxury. Now I know traveling parents who see and speak to their kids every day by computer and video hookups,",Hillary Clinton
1961,D,(Hmm.),Hillary Clinton
1962,D,"How could sixty-two million people vote for someone they heard on tape bragging about repeated sexual assault? How could he attack women, immigrants, Muslims, Mexican Americans, prisoners of war, and people with disabilities—and, as a businessman, be accused of scamming countless small businesses, contractors, students, and seniors—and still be elected to the most important and powerful job in the world? How can we as a nation allow untold thousands of Americans to be disenfranchised by voter suppression laws? Why did the media decide to present the controversy over my emails as one of the most important political stories since the end of World War II? How",Hillary Clinton
1963,D,"I’ve learned over the years is how easy it is for some people to say horrible things about me when I’m not around, but how hard it is for them to look me in the eye and say it to my face.",Hillary Clinton
1964,D,Do what you feel in your heart to be right—for you’ll be criticized anyway. You’ll be “damned if you do and damned if you don’t.” —Eleanor Roosevelt,Hillary Clinton
1965,D,"came to deeply regret giving President Bush the benefit of the doubt on that vote. He later asserted that the resolution gave him the sole authority to decide when the clock had run out on weapons inspections. On March 20, 2003, he decided that it had, and he launched the war, with the UN weapons inspectors pleading for just a few more weeks to finish the job. Over the years that followed, many Senators came to wish they had voted against the resolution. I was one of them. As the war dragged on, with every letter I sent to a family in New York who had lost a son or daughter, a father or mother, my mistake became more painful.",Hillary Clinton
1966,D,"I wear my composure like a suit of armor, for better or worse.",Hillary Clinton
1967,D,"I’m no match for Ruth Bader Ginsburg, however, who pumps iron and does planks and push-ups two days a week.",Hillary Clinton
1968,D,"Everyone is entitled to his own opinion, but not his own facts.",Hillary Clinton
1969,D,"Our politics have become paralyzed and sometimes poisonous. Instead of protecting Americans' fundamental right to vote, the Supreme Court has protected corporations' right to buy elections.",Hillary Clinton
1970,D,"We still have not shattered that highest and hardest glass ceiling, but someday someone will -- and hopefully sooner than we might thing right now",Hillary Clinton
1971,D,"There had been a lot of days since the election when I wasn’t in a very forgiving mood toward anyone, including myself. I was—and still am—worried about our country. Something is wrong. How could sixty-two million people vote for someone they heard on tape bragging about repeated sexual assault? How could he attack women, immigrants, Muslims, Mexican Americans, prisoners of war, and people with disabilities—and, as a businessman, be accused of scamming countless small businesses, contractors, students, and seniors—and still be elected to the most important and powerful job in the world?",Hillary Clinton
1972,D,History is funny that way. Things that seem far off and impossible have a way of turning out to be bearer and more possible than we ever imagined.,Hillary Clinton
1973,D,"Concern yourself not with what you tried and failed in, but with what is still possible to do. —Pope John XXIII",Hillary Clinton
1974,D,To abandon facts is to abandon freedom.,Hillary Clinton
1975,D,"A major goal of our strategy in Asia was to promote political reform as well as economic growth. We wanted to make the 21st century a time in which people across Asia become not only more prosperous but also more free. And more freedom would, I was confident, spur greater prosperity.",Hillary Clinton
1976,D,"But Trump has taken the war on truth to a whole new level. If he stood up tomorrow and declared that the Earth is flat, his counselor Kellyanne Conway just might go on Fox News and defend it as an “alternative fact,” and too many people would believe it.",Hillary Clinton
1977,D,"when Trump falsely accused President Obama of having wiretapped him, a claim that was widely and quickly debunked. A subsequent poll found that 74 percent of Republicans nevertheless thought it was at least somewhat likely to be true.",Hillary Clinton
1978,D,"It’s true, though, that we struggled to stay on message. My advisors had to deal with a candidate—me—who often wanted something new to say, as opposed to just repeating the same stump speech over and over. In addition, more than in any race I can remember, we were constantly buffeted by events: from the email controversy, to WikiLeaks, to mass shootings and terrorist attacks. There was no such thing as a “normal day,” and the press didn’t cover “normal” campaign speeches. What they were interested in was a steady diet of conflict and scandal. As a result, when it came to driving a consistent message, we were fighting an uphill battle.",Hillary Clinton
1979,D,"I sigh, and keep getting back in that chair and dream of a future in which women in the public eye don’t need to wear makeup if they don’t want to, and no one cares either way.",Hillary Clinton
1980,D,"One of the most important but least recognized facts in American politics is that Republicans tend to win in places where more people are pessimistic or uncertain about the future, while Democrats tend to win where people are more optimistic. These sentiments don’t track neatly with the overhyped dichotomy between the coasts and the heartland.",Hillary Clinton
1981,D,"if you want to go quickly, go alone. If you want to go far, go together",Hillary Clinton
1982,D,Three things in human life are important. The first is to be kind. The second is to be kind. And the third is to be kind. —Henry James,Hillary Clinton
1983,D,"You need to change hearts and change laws. Although I never imagined running for office myself, I came to see partisan politics as the most viable route in a democracy for achieving significant and lasting progress.",Hillary Clinton
1984,D,"There’s an old saying that “Democrats fall in love, Republicans fall in line.",Hillary Clinton
1985,D,"sexism and misogyny played a role in the 2016 presidential election. Exhibit A is that the flagrantly sexist candidate won. A whole lot of people listened to the tape of him bragging about sexually assaulting women, shrugged, and said, “He still gets my vote.",Hillary Clinton
1986,D,"Mary Wollstonecraft [said] 225 years ago, ‘I do not wish women to have power over men, but over themselves.",Hillary Clinton
1987,D,"Trump doesn’t think in terms of morality or human rights, he thinks only in terms of power and dominance. Might makes right.",Hillary Clinton
1988,D,"It's been said that he subscribes to Vladimir Lenin's old adage: ""Probe with bayonets. If you encounter mush, proceed; if you encounter steel, withdraw."" I wanted to be sure that wen Putin looked to America, he saw steel, not mush.",Hillary Clinton
1989,D,"There is only the fight to recover what has been lost And found and lost again and again: and now, under conditions That seem unpropitious. But perhaps neither gain nor loss. For us, there is only the trying. The rest is not our business.",Hillary Clinton
1990,D,And have I mentioned that we went on to win the national popular vote by nearly three million?,Hillary Clinton
1991,D,"when any barrier falls in America, for anyone, it clears the way for everyone. When there are no ceilings, the sky’s the limit.",Hillary Clinton
1992,D,"It’s supposed to be hard. If it wasn’t hard, everyone would do it. The hard is what makes it great. —A League of Their Own",Hillary Clinton
1993,D,I started this chapter with some lines from T. S. Eliot’s poem “East Coker” that I’ve always loved:,Hillary Clinton
1994,D,"It’s tradition for Bill and me, as a former President and First Lady, to attend the swearing-in of the new President.",Hillary Clinton
1995,D,"I prayed for help to put the sadness and disappointment of my defeat behind me; to stay hopeful and openhearted rather than becoming cynical and bitter; and to find a new purpose and start a new chapter, so that the rest of my life wouldn’t be spent like Miss Havisham from Charles Dickens’s Great Expectations, rattling around my house obsessing over what might have been.",Hillary Clinton
1996,D,"Still, I felt a responsibility to be there. The peaceful transfer of power is one of our country’s most important traditions. I had touted it around the world as Secretary of State, hoping that more countries would follow our example. If I really believed in it, I had to put my feelings aside and go.",Hillary Clinton
1997,D,"As a lifelong fan of school supplies, I fussed over the tabs and dividers and armed myself with a bouquet of highlighters in every color.",Hillary Clinton
1998,D,"I suppose I could have stayed home and baked cookies and had teas,” I told the press in exasperation, “but what I decided to do was pursue my profession.",Hillary Clinton
1999,D,"This isn’t an either/or choice. You need both data and good old-fashioned political instinct. I’m convinced that the answer for Democrats going forward is not to abandon data but to obtain better data, use it more effectively, question every assumption, and keep adapting.",Hillary Clinton
2000,D,"(“Jimmy, this is the worst.” “Yes, Hillary, it is.”)",Hillary Clinton
